"dt_venda";"nm_localidade_estado";"tp_produtor_canal_aquisicao";"tp_tamanho_produtor";"nm_evento_classificacao_negocio";"vr_venda";"qt_ingresso";"qt_evento";"qt_produtor";"qt_ingresso_por_evento";"qt_evento_por_produtor";"vr_medio_ingresso"
2033-04-01 00:00:00.000;PARÁ;DIRETO;GRANDE;CORPORATIVO;1.674,22;5;2;2;2,5;1;216,31
2033-04-01 00:00:00.000;PARÁ;DIRETO;GRANDE;ENTRETENIMENTO;5.222,22;154;5;2;30,8;2,5;40,52
2033-04-01 00:00:00.000;PARÁ;DIRETO;PEQUENO;CASAS-FIXAS;7.226,94;327;7;1;46,71;7;21,92
2033-04-01 00:00:00.000;PARÁ;DIRETO;PEQUENO;CORPORATIVO;3.288,78;105;14;14;7,5;1;24,13
2033-04-01 00:00:00.000;PARÁ;DIRETO;PEQUENO;ENTRETENIMENTO;23.106,5;828;80;56;10,35;1,43;26,21
2033-04-01 00:00:00.000;PARÁ;DIRETO;PEQUENO;ESPORTIVO;2.054,37;42;1;1;42;1;35,71
2033-04-01 00:00:00.000;PARÁ;DIRETO;PEQUENO;NÃO CLASSIFICADO;605,4;11;3;3;3,67;1;48,95
2033-04-01 00:00:00.000;PARÁ;DIRETO;PEQUENO;OUTROS;888,33;44;6;5;7,33;1,2;26,64
2033-04-01 00:00:00.000;PARÁ;MIDIA PAGA;GRANDE;CORPORATIVO;997,87;6;2;2;3;1;112,99
2033-04-01 00:00:00.000;PARÁ;MIDIA PAGA;GRANDE;ENTRETENIMENTO;12.134,49;348;5;2;69,6;2,5;38,22
2033-04-01 00:00:00.000;PARÁ;MIDIA PAGA;PEQUENO;CASAS-FIXAS;16.864,79;780;7;1;111,43;7;22,67
2033-04-01 00:00:00.000;PARÁ;MIDIA PAGA;PEQUENO;CORPORATIVO;10.902,19;217;20;19;10,85;1,05;48,3
2033-04-01 00:00:00.000;PARÁ;MIDIA PAGA;PEQUENO;ENTRETENIMENTO;45.865,69;1.805;88;59;20,51;1,49;24,55
2033-04-01 00:00:00.000;PARÁ;MIDIA PAGA;PEQUENO;ESPORTIVO;3.798,55;95;2;2;47,5;1;43,27
2033-04-01 00:00:00.000;PARÁ;MIDIA PAGA;PEQUENO;NÃO CLASSIFICADO;392,08;25;3;3;8,33;1;22,2
2033-04-01 00:00:00.000;PARÁ;MIDIA PAGA;PEQUENO;OUTROS;2.221,09;109;7;6;15,57;1,17;24,7
2033-04-01 00:00:00.000;PARÁ;MIDIA SOCIAL;GRANDE;CORPORATIVO;210,76;2;1;1;2;1;95,89
2033-04-01 00:00:00.000;PARÁ;MIDIA SOCIAL;GRANDE;ENTRETENIMENTO;7.146,03;183;5;2;36,6;2,5;39,39
2033-04-01 00:00:00.000;PARÁ;MIDIA SOCIAL;PEQUENO;CASAS-FIXAS;6.966,96;310;7;1;44,29;7;22,58
2033-04-01 00:00:00.000;PARÁ;MIDIA SOCIAL;PEQUENO;CORPORATIVO;4.762,01;113;17;17;6,65;1;36,68
2033-04-01 00:00:00.000;PARÁ;MIDIA SOCIAL;PEQUENO;ENTRETENIMENTO;20.842,56;778;81;56;9,6;1,45;25,29
2033-04-01 00:00:00.000;PARÁ;MIDIA SOCIAL;PEQUENO;ESPORTIVO;1.903,43;40;1;1;40;1;40,1
2033-04-01 00:00:00.000;PARÁ;MIDIA SOCIAL;PEQUENO;NÃO CLASSIFICADO;222,26;15;3;3;5;1;8,84
2033-04-01 00:00:00.000;PARÁ;MIDIA SOCIAL;PEQUENO;OUTROS;812,25;40;3;2;13,33;1,5;17,18
2033-04-01 00:00:00.000;PARÁ;NAO INFORMADO;GRANDE;ENTRETENIMENTO;784,65;24;2;2;12;1;40,26
2033-04-01 00:00:00.000;PARÁ;NAO INFORMADO;PEQUENO;CASAS-FIXAS;623,88;30;6;1;5;6;28,38
2033-04-01 00:00:00.000;PARÁ;NAO INFORMADO;PEQUENO;CORPORATIVO;519,05;11;7;7;1,57;1;33,72
2033-04-01 00:00:00.000;PARÁ;NAO INFORMADO;PEQUENO;ENTRETENIMENTO;2.362,77;72;39;34;1,85;1,15;36,71
2033-04-01 00:00:00.000;PARÁ;NAO INFORMADO;PEQUENO;ESPORTIVO;148,57;4;1;1;4;1;54,02
2033-04-01 00:00:00.000;PARÁ;NAO INFORMADO;PEQUENO;OUTROS;43,03;4;1;1;4;1;18,37
2033-04-01 00:00:00.000;PARÁ;PESQUISA ORGANICA;GRANDE;CORPORATIVO;894,56;7;2;2;3,5;1;314,46
2033-04-01 00:00:00.000;PARÁ;PESQUISA ORGANICA;GRANDE;ENTRETENIMENTO;10.255,63;261;5;2;52,2;2,5;38
2033-04-01 00:00:00.000;PARÁ;PESQUISA ORGANICA;PEQUENO;CASAS-FIXAS;12.363,19;516;7;1;73,71;7;23,74
2033-04-01 00:00:00.000;PARÁ;PESQUISA ORGANICA;PEQUENO;CORPORATIVO;7.113,75;171;18;16;9,5;1,12;40,97
2033-04-01 00:00:00.000;PARÁ;PESQUISA ORGANICA;PEQUENO;ENTRETENIMENTO;30.878,42;1.276;93;62;13,72;1,5;25,35
2033-04-01 00:00:00.000;PARÁ;PESQUISA ORGANICA;PEQUENO;ESPORTIVO;3.084,08;66;1;1;66;1;40,47
2033-04-01 00:00:00.000;PARÁ;PESQUISA ORGANICA;PEQUENO;NÃO CLASSIFICADO;779,48;26;3;3;8,67;1;36,67
2033-04-01 00:00:00.000;PARÁ;PESQUISA ORGANICA;PEQUENO;OUTROS;1.672,01;74;5;4;14,8;1,25;21,18
2033-04-01 00:00:00.000;PERNAMBUCO;DIRETO;GRANDE;CASAS-FIXAS;75.752,32;1.004;21;5;47,81;4,2;77,02
2033-04-01 00:00:00.000;PERNAMBUCO;DIRETO;GRANDE;CORPORATIVO;1.032,88;37;2;2;18,5;1;22,31
2033-04-01 00:00:00.000;PERNAMBUCO;DIRETO;GRANDE;ENTRETENIMENTO;606.570,7;2.371;103;14;23,02;7,36;251,61
2033-04-01 00:00:00.000;PERNAMBUCO;DIRETO;PEQUENO;CASAS-FIXAS;16.256,89;517;27;6;19,15;4,5;30,53
2033-04-01 00:00:00.000;PERNAMBUCO;DIRETO;PEQUENO;CORPORATIVO;25.615,36;370;77;60;4,81;1,28;66,51
2033-04-01 00:00:00.000;PERNAMBUCO;DIRETO;PEQUENO;ENTRETENIMENTO;72.638,38;2.856;263;147;10,86;1,79;24,77
2033-04-01 00:00:00.000;PERNAMBUCO;DIRETO;PEQUENO;ESPORTIVO;706,67;26;8;8;3,25;1;23,3
2033-04-01 00:00:00.000;PERNAMBUCO;DIRETO;PEQUENO;NÃO CLASSIFICADO;4.521,16;72;11;5;6,55;2,2;72,98
2033-04-01 00:00:00.000;PERNAMBUCO;DIRETO;PEQUENO;OUTROS;13.331,84;255;20;19;12,75;1,05;53,85
2033-04-01 00:00:00.000;PERNAMBUCO;MIDIA PAGA;GRANDE;CASAS-FIXAS;185.181,14;2.371;23;5;103,09;4,6;76,01
2033-04-01 00:00:00.000;PERNAMBUCO;MIDIA PAGA;GRANDE;CORPORATIVO;1.314,99;47;1;1;47;1;32,7
2033-04-01 00:00:00.000;PERNAMBUCO;MIDIA PAGA;GRANDE;ENTRETENIMENTO;1.238.022,06;5.312;108;14;49,19;7,71;236,77
2033-04-01 00:00:00.000;PERNAMBUCO;MIDIA PAGA;PEQUENO;CASAS-FIXAS;39.733,92;1.305;37;6;35,27;6,17;30,17
2033-04-01 00:00:00.000;PERNAMBUCO;MIDIA PAGA;PEQUENO;CORPORATIVO;54.079,22;863;102;83;8,46;1,23;60,52
2033-04-01 00:00:00.000;PERNAMBUCO;MIDIA PAGA;PEQUENO;ENTRETENIMENTO;167.228;6.402;306;169;20,92;1,81;25,75
2033-04-01 00:00:00.000;PERNAMBUCO;MIDIA PAGA;PEQUENO;ESPORTIVO;1.301,26;45;7;7;6,43;1;27,3
2033-04-01 00:00:00.000;PERNAMBUCO;MIDIA PAGA;PEQUENO;NÃO CLASSIFICADO;12.316,51;172;14;7;12,29;2;59,17
2033-04-01 00:00:00.000;PERNAMBUCO;MIDIA PAGA;PEQUENO;OUTROS;32.981,75;618;28;23;22,07;1,22;51,01
2033-04-01 00:00:00.000;PERNAMBUCO;MIDIA SOCIAL;GRANDE;CASAS-FIXAS;84.644,02;1.044;20;5;52,2;4;79,86
2033-04-01 00:00:00.000;PERNAMBUCO;MIDIA SOCIAL;GRANDE;CORPORATIVO;654,84;19;1;1;19;1;31,37
2033-04-01 00:00:00.000;PERNAMBUCO;MIDIA SOCIAL;GRANDE;ENTRETENIMENTO;604.316,89;2.360;106;14;22,26;7,57;251,41
2033-04-01 00:00:00.000;PERNAMBUCO;MIDIA SOCIAL;PEQUENO;CASAS-FIXAS;16.449,56;551;31;6;17,77;5,17;30,74
2033-04-01 00:00:00.000;PERNAMBUCO;MIDIA SOCIAL;PEQUENO;CORPORATIVO;29.021,08;416;92;71;4,52;1,3;64,58
2033-04-01 00:00:00.000;PERNAMBUCO;MIDIA SOCIAL;PEQUENO;ENTRETENIMENTO;66.979,84;2.709;254;143;10,67;1,78;25,19
2033-04-01 00:00:00.000;PERNAMBUCO;MIDIA SOCIAL;PEQUENO;ESPORTIVO;354,67;17;6;6;2,83;1;26,47
2033-04-01 00:00:00.000;PERNAMBUCO;MIDIA SOCIAL;PEQUENO;NÃO CLASSIFICADO;5.596,09;72;11;5;6,55;2,2;73,61
2033-04-01 00:00:00.000;PERNAMBUCO;MIDIA SOCIAL;PEQUENO;OUTROS;13.587,05;248;21;18;11,81;1,17;52,98
2033-04-01 00:00:00.000;PERNAMBUCO;NAO INFORMADO;GRANDE;CASAS-FIXAS;6.999,76;89;15;4;5,93;3,75;72,37
2033-04-01 00:00:00.000;PERNAMBUCO;NAO INFORMADO;GRANDE;ENTRETENIMENTO;86.926,92;259;67;13;3,87;5,15;305,17
2033-04-01 00:00:00.000;PERNAMBUCO;NAO INFORMADO;PEQUENO;CASAS-FIXAS;2.619,18;75;18;5;4,17;3,6;32,98
2033-04-01 00:00:00.000;PERNAMBUCO;NAO INFORMADO;PEQUENO;CORPORATIVO;1.448,38;42;22;21;1,91;1,05;39
2033-04-01 00:00:00.000;PERNAMBUCO;NAO INFORMADO;PEQUENO;ENTRETENIMENTO;8.149;287;125;85;2,3;1,47;26,96
2033-04-01 00:00:00.000;PERNAMBUCO;NAO INFORMADO;PEQUENO;ESPORTIVO;162,47;4;3;3;1,33;1;15,09
2033-04-01 00:00:00.000;PERNAMBUCO;NAO INFORMADO;PEQUENO;NÃO CLASSIFICADO;702,68;8;5;3;1,6;1,67;123,62
2033-04-01 00:00:00.000;PERNAMBUCO;NAO INFORMADO;PEQUENO;OUTROS;1.501,95;24;10;10;2,4;1;51,74
2033-04-01 00:00:00.000;PERNAMBUCO;PESQUISA ORGANICA;GRANDE;CASAS-FIXAS;135.281,08;1.700;21;5;80,95;4,2;78,42
2033-04-01 00:00:00.000;PERNAMBUCO;PESQUISA ORGANICA;GRANDE;CORPORATIVO;990,47;33;2;2;16,5;1;31,74
2033-04-01 00:00:00.000;PERNAMBUCO;PESQUISA ORGANICA;GRANDE;ENTRETENIMENTO;914.105,51;3.672;106;14;34,64;7,57;246,21
2033-04-01 00:00:00.000;PERNAMBUCO;PESQUISA ORGANICA;PEQUENO;CASAS-FIXAS;29.068,02;893;33;6;27,06;5,5;31,5
2033-04-01 00:00:00.000;PERNAMBUCO;PESQUISA ORGANICA;PEQUENO;CORPORATIVO;46.064,33;597;102;80;5,85;1,28;74,41
2033-04-01 00:00:00.000;PERNAMBUCO;PESQUISA ORGANICA;PEQUENO;ENTRETENIMENTO;116.650,68;4.520;281;156;16,09;1,8;25,39
2033-04-01 00:00:00.000;PERNAMBUCO;PESQUISA ORGANICA;PEQUENO;ESPORTIVO;1.198,62;31;6;6;5,17;1;35,88
2033-04-01 00:00:00.000;PERNAMBUCO;PESQUISA ORGANICA;PEQUENO;NÃO CLASSIFICADO;9.889,78;137;11;5;12,45;2,2;72,35
2033-04-01 00:00:00.000;PERNAMBUCO;PESQUISA ORGANICA;PEQUENO;OUTROS;23.147,79;447;25;22;17,88;1,14;46,71
2033-04-01 00:00:00.000;PIAUÍ;DIRETO;GRANDE;CASAS-FIXAS;608,07;15;1;1;15;1;31,67
2033-04-01 00:00:00.000;PIAUÍ;DIRETO;GRANDE;OUTROS;3.669,37;57;6;1;9,5;6;78,57
2033-04-01 00:00:00.000;PIAUÍ;DIRETO;PEQUENO;CORPORATIVO;2.210,14;124;21;14;5,9;1,5;19,45
2033-04-01 00:00:00.000;PIAUÍ;DIRETO;PEQUENO;ENTRETENIMENTO;13.400,71;337;31;17;10,87;1,82;37,87
2033-04-01 00:00:00.000;PIAUÍ;DIRETO;PEQUENO;ESPORTIVO;121,55;3;1;1;3;1;48,83
2033-04-01 00:00:00.000;PIAUÍ;DIRETO;PEQUENO;OUTROS;2.123,27;79;4;4;19,75;1;24,56
2033-04-01 00:00:00.000;PIAUÍ;MIDIA PAGA;GRANDE;CASAS-FIXAS;2.226,87;56;1;1;56;1;32,1
2033-04-01 00:00:00.000;PIAUÍ;MIDIA PAGA;GRANDE;NÃO CLASSIFICADO;153,26;3;1;1;3;1;28,86
2033-04-01 00:00:00.000;PIAUÍ;MIDIA PAGA;GRANDE;OUTROS;6.584,82;100;7;1;14,29;7;75,78
2033-04-01 00:00:00.000;PIAUÍ;MIDIA PAGA;PEQUENO;CORPORATIVO;5.946,42;288;22;14;13,09;1,57;18,46
2033-04-01 00:00:00.000;PIAUÍ;MIDIA PAGA;PEQUENO;ENTRETENIMENTO;27.586,97;681;34;19;20,03;1,79;41,69
2033-04-01 00:00:00.000;PIAUÍ;MIDIA PAGA;PEQUENO;ESPORTIVO;195,14;4;1;1;4;1;31,38
2033-04-01 00:00:00.000;PIAUÍ;MIDIA PAGA;PEQUENO;OUTROS;4.564,96;167;4;4;41,75;1;25,22
2033-04-01 00:00:00.000;PIAUÍ;MIDIA SOCIAL;GRANDE;CASAS-FIXAS;1.057,72;21;1;1;21;1;44,67
2033-04-01 00:00:00.000;PIAUÍ;MIDIA SOCIAL;GRANDE;NÃO CLASSIFICADO;36,08;1;1;1;1;1;60,96
2033-04-01 00:00:00.000;PIAUÍ;MIDIA SOCIAL;GRANDE;OUTROS;2.784,87;42;6;1;7;6;72,11
2033-04-01 00:00:00.000;PIAUÍ;MIDIA SOCIAL;PEQUENO;CORPORATIVO;2.476,27;129;19;11;6,79;1,73;20,86
2033-04-01 00:00:00.000;PIAUÍ;MIDIA SOCIAL;PEQUENO;ENTRETENIMENTO;11.495,9;338;34;20;9,94;1,7;32,83
2033-04-01 00:00:00.000;PIAUÍ;MIDIA SOCIAL;PEQUENO;ESPORTIVO;22,76;2;1;1;2;1;32,86
2033-04-01 00:00:00.000;PIAUÍ;MIDIA SOCIAL;PEQUENO;OUTROS;2.622,96;81;5;5;16,2;1;27,29
2033-04-01 00:00:00.000;PIAUÍ;NAO INFORMADO;GRANDE;CASAS-FIXAS;95,76;3;1;1;3;1;30,05
2033-04-01 00:00:00.000;PIAUÍ;NAO INFORMADO;GRANDE;OUTROS;275,67;5;3;1;1,67;3;47,52
2033-04-01 00:00:00.000;PIAUÍ;NAO INFORMADO;PEQUENO;CORPORATIVO;401,48;15;8;5;1,88;1,6;25,28
2033-04-01 00:00:00.000;PIAUÍ;NAO INFORMADO;PEQUENO;ENTRETENIMENTO;751,98;30;13;10;2,31;1,3;45,25
2033-04-01 00:00:00.000;PIAUÍ;NAO INFORMADO;PEQUENO;OUTROS;97,67;4;2;2;2;1;26,42
2033-04-01 00:00:00.000;PIAUÍ;PESQUISA ORGANICA;GRANDE;CASAS-FIXAS;1.171,86;31;1;1;31;1;36,23
2033-04-01 00:00:00.000;PIAUÍ;PESQUISA ORGANICA;GRANDE;OUTROS;7.074,34;79;7;1;11,29;7;78,84
2033-04-01 00:00:00.000;PIAUÍ;PESQUISA ORGANICA;PEQUENO;CORPORATIVO;4.137,16;216;23;15;9,39;1,53;20,04
2033-04-01 00:00:00.000;PIAUÍ;PESQUISA ORGANICA;PEQUENO;ENTRETENIMENTO;23.359,53;547;33;18;16,58;1,83;37,56
2033-04-01 00:00:00.000;PIAUÍ;PESQUISA ORGANICA;PEQUENO;ESPORTIVO;375,77;9;2;2;4,5;1;25,78
2033-04-01 00:00:00.000;PIAUÍ;PESQUISA ORGANICA;PEQUENO;OUTROS;2.776,79;120;4;4;30;1;24,85
2033-04-01 00:00:00.000;RIO DE JANEIRO;DIRETO;GRANDE;CASAS-FIXAS;689.678,13;19.103;389;26;49,11;14,96;36,29
2033-04-01 00:00:00.000;RIO DE JANEIRO;DIRETO;GRANDE;CORPORATIVO;86.875,37;496;12;6;41,33;2;189,4
2033-04-01 00:00:00.000;RIO DE JANEIRO;DIRETO;GRANDE;ENTRETENIMENTO;501.056,09;9.733;264;29;36,87;9,1;50,17
2033-04-01 00:00:00.000;RIO DE JANEIRO;DIRETO;GRANDE;NÃO CLASSIFICADO;837,24;19;1;1;19;1;56,26
2033-04-01 00:00:00.000;RIO DE JANEIRO;DIRETO;GRANDE;OUTROS;5.344,16;124;2;1;62;2;39,97
2033-04-01 00:00:00.000;RIO DE JANEIRO;DIRETO;PEQUENO;CASAS-FIXAS;31.760,29;1.477;98;20;15,07;4,9;22,33
2033-04-01 00:00:00.000;RIO DE JANEIRO;DIRETO;PEQUENO;CORPORATIVO;68.472,49;1.222;249;159;4,91;1,57;43,72
2033-04-01 00:00:00.000;RIO DE JANEIRO;DIRETO;PEQUENO;ENTRETENIMENTO;230.035,32;11.534;1.137;533;10,14;2,13;19,49
2033-04-01 00:00:00.000;RIO DE JANEIRO;DIRETO;PEQUENO;ESPORTIVO;10.162,19;100;25;20;4;1,25;84,72
2033-04-01 00:00:00.000;RIO DE JANEIRO;DIRETO;PEQUENO;NÃO CLASSIFICADO;2.864,48;87;19;11;4,58;1,73;42,3
2033-04-01 00:00:00.000;RIO DE JANEIRO;DIRETO;PEQUENO;OUTROS;21.476,68;383;58;49;6,6;1,18;44,83
2033-04-01 00:00:00.000;RIO DE JANEIRO;MIDIA PAGA;GRANDE;CASAS-FIXAS;1.572.368,53;43.195;408;27;105,87;15,11;36,33
2033-04-01 00:00:00.000;RIO DE JANEIRO;MIDIA PAGA;GRANDE;CORPORATIVO;206.812,28;1.157;15;8;77,13;1,88;184,03
2033-04-01 00:00:00.000;RIO DE JANEIRO;MIDIA PAGA;GRANDE;ENTRETENIMENTO;1.099.704,42;21.988;272;29;80,84;9,38;50,21
2033-04-01 00:00:00.000;RIO DE JANEIRO;MIDIA PAGA;GRANDE;NÃO CLASSIFICADO;2.106,11;36;1;1;36;1;53,39
2033-04-01 00:00:00.000;RIO DE JANEIRO;MIDIA PAGA;GRANDE;OUTROS;11.763,58;291;2;1;145,5;2;41,74
2033-04-01 00:00:00.000;RIO DE JANEIRO;MIDIA PAGA;PEQUENO;CASAS-FIXAS;76.048,95;3.417;113;20;30,24;5,65;21,34
2033-04-01 00:00:00.000;RIO DE JANEIRO;MIDIA PAGA;PEQUENO;CORPORATIVO;130.558,89;2.742;318;185;8,62;1,72;45,08
2033-04-01 00:00:00.000;RIO DE JANEIRO;MIDIA PAGA;PEQUENO;ENTRETENIMENTO;529.073,58;26.313;1.296;577;20,3;2,25;19,99
2033-04-01 00:00:00.000;RIO DE JANEIRO;MIDIA PAGA;PEQUENO;ESPORTIVO;17.960,92;230;41;30;5,61;1,37;83,02
2033-04-01 00:00:00.000;RIO DE JANEIRO;MIDIA PAGA;PEQUENO;NÃO CLASSIFICADO;12.192,95;252;21;14;12;1,5;40,54
2033-04-01 00:00:00.000;RIO DE JANEIRO;MIDIA PAGA;PEQUENO;OUTROS;50.312,1;872;79;67;11,04;1,18;62,8
2033-04-01 00:00:00.000;RIO DE JANEIRO;MIDIA SOCIAL;GRANDE;CASAS-FIXAS;675.525,49;18.528;396;26;46,79;15,23;35,99
2033-04-01 00:00:00.000;RIO DE JANEIRO;MIDIA SOCIAL;GRANDE;CORPORATIVO;89.379,22;548;11;5;49,82;2,2;149,8
2033-04-01 00:00:00.000;RIO DE JANEIRO;MIDIA SOCIAL;GRANDE;ENTRETENIMENTO;482.302,93;9.636;262;28;36,78;9,36;50,71
2033-04-01 00:00:00.000;RIO DE JANEIRO;MIDIA SOCIAL;GRANDE;NÃO CLASSIFICADO;1.597,94;29;1;1;29;1;46
2033-04-01 00:00:00.000;RIO DE JANEIRO;MIDIA SOCIAL;GRANDE;OUTROS;6.095,07;147;2;1;73,5;2;44,17
2033-04-01 00:00:00.000;RIO DE JANEIRO;MIDIA SOCIAL;PEQUENO;CASAS-FIXAS;32.000,66;1.420;102;19;13,92;5,37;21,52
2033-04-01 00:00:00.000;RIO DE JANEIRO;MIDIA SOCIAL;PEQUENO;CORPORATIVO;55.895,44;1.148;254;156;4,52;1,63;50,21
2033-04-01 00:00:00.000;RIO DE JANEIRO;MIDIA SOCIAL;PEQUENO;ENTRETENIMENTO;224.877,14;11.193;1.137;525;9,84;2,17;19,86
2033-04-01 00:00:00.000;RIO DE JANEIRO;MIDIA SOCIAL;PEQUENO;ESPORTIVO;4.197,02;101;32;26;3,16;1,23;56,02
2033-04-01 00:00:00.000;RIO DE JANEIRO;MIDIA SOCIAL;PEQUENO;NÃO CLASSIFICADO;3.880,78;96;18;13;5,33;1,38;46,95
2033-04-01 00:00:00.000;RIO DE JANEIRO;MIDIA SOCIAL;PEQUENO;OUTROS;19.344,38;367;54;48;6,8;1,12;50,04
2033-04-01 00:00:00.000;RIO DE JANEIRO;NAO INFORMADO;GRANDE;CASAS-FIXAS;71.497,93;2.031;258;25;7,87;10,32;35,7
2033-04-01 00:00:00.000;RIO DE JANEIRO;NAO INFORMADO;GRANDE;CORPORATIVO;10.441,1;59;11;6;5,36;1,83;178,28
2033-04-01 00:00:00.000;RIO DE JANEIRO;NAO INFORMADO;GRANDE;ENTRETENIMENTO;53.991,08;1.082;181;26;5,98;6,96;51,89
2033-04-01 00:00:00.000;RIO DE JANEIRO;NAO INFORMADO;GRANDE;NÃO CLASSIFICADO;207,86;4;1;1;4;1;51,64
2033-04-01 00:00:00.000;RIO DE JANEIRO;NAO INFORMADO;GRANDE;OUTROS;588,13;11;2;1;5,5;2;26,2
2033-04-01 00:00:00.000;RIO DE JANEIRO;NAO INFORMADO;PEQUENO;CASAS-FIXAS;3.963,79;169;55;19;3,07;2,89;21,25
2033-04-01 00:00:00.000;RIO DE JANEIRO;NAO INFORMADO;PEQUENO;CORPORATIVO;7.698,89;132;91;63;1,45;1,44;61,23
2033-04-01 00:00:00.000;RIO DE JANEIRO;NAO INFORMADO;PEQUENO;ENTRETENIMENTO;25.841,48;1.232;535;300;2,3;1,78;20,06
2033-04-01 00:00:00.000;RIO DE JANEIRO;NAO INFORMADO;PEQUENO;ESPORTIVO;1.444,17;11;10;10;1,1;1;178,26
2033-04-01 00:00:00.000;RIO DE JANEIRO;NAO INFORMADO;PEQUENO;NÃO CLASSIFICADO;370,93;16;6;4;2,67;1,5;18,29
2033-04-01 00:00:00.000;RIO DE JANEIRO;NAO INFORMADO;PEQUENO;OUTROS;2.052,98;42;20;17;2,1;1,18;69,32
2033-04-01 00:00:00.000;RIO DE JANEIRO;PESQUISA ORGANICA;GRANDE;CASAS-FIXAS;1.101.068,62;30.403;399;26;76,2;15,35;36,38
2033-04-01 00:00:00.000;RIO DE JANEIRO;PESQUISA ORGANICA;GRANDE;CORPORATIVO;145.341,49;817;13;7;62,85;1,86;191,68
2033-04-01 00:00:00.000;RIO DE JANEIRO;PESQUISA ORGANICA;GRANDE;ENTRETENIMENTO;792.900,33;15.458;273;29;56,62;9,41;50,71
2033-04-01 00:00:00.000;RIO DE JANEIRO;PESQUISA ORGANICA;GRANDE;NÃO CLASSIFICADO;2.008,32;33;1;1;33;1;52,17
2033-04-01 00:00:00.000;RIO DE JANEIRO;PESQUISA ORGANICA;GRANDE;OUTROS;9.429,86;242;2;1;121;2;42,21
2033-04-01 00:00:00.000;RIO DE JANEIRO;PESQUISA ORGANICA;PEQUENO;CASAS-FIXAS;48.265,23;2.297;113;21;20,33;5,38;21,72
2033-04-01 00:00:00.000;RIO DE JANEIRO;PESQUISA ORGANICA;PEQUENO;CORPORATIVO;102.617,1;1.968;278;170;7,08;1,64;55,05
2033-04-01 00:00:00.000;RIO DE JANEIRO;PESQUISA ORGANICA;PEQUENO;ENTRETENIMENTO;362.233,88;18.396;1.231;552;14,94;2,23;19,61
2033-04-01 00:00:00.000;RIO DE JANEIRO;PESQUISA ORGANICA;PEQUENO;ESPORTIVO;7.311,51;151;35;25;4,31;1,4;44,92
2033-04-01 00:00:00.000;RIO DE JANEIRO;PESQUISA ORGANICA;PEQUENO;NÃO CLASSIFICADO;6.935,22;170;24;18;7,08;1,33;40,63
2033-04-01 00:00:00.000;RIO DE JANEIRO;PESQUISA ORGANICA;PEQUENO;OUTROS;30.896,47;610;64;50;9,53;1,28;53,74
2033-04-01 00:00:00.000;RIO GRANDE DO NORTE;DIRETO;GRANDE;CORPORATIVO;30,84;1;1;1;1;1;22,77
2033-04-01 00:00:00.000;RIO GRANDE DO NORTE;DIRETO;GRANDE;ENTRETENIMENTO;4.402,79;187;7;5;26,71;1,4;21,55
2033-04-01 00:00:00.000;RIO GRANDE DO NORTE;DIRETO;GRANDE;OUTROS;4.932,37;104;1;1;104;1;41,79
2033-04-01 00:00:00.000;RIO GRANDE DO NORTE;DIRETO;PEQUENO;CORPORATIVO;2.061,03;57;19;15;3;1,27;34,19
2033-04-01 00:00:00.000;RIO GRANDE DO NORTE;DIRETO;PEQUENO;ENTRETENIMENTO;5.572,42;285;41;20;6,95;2,05;21,09
2033-04-01 00:00:00.000;RIO GRANDE DO NORTE;DIRETO;PEQUENO;NÃO CLASSIFICADO;58,19;6;1;1;6;1;9,34
2033-04-01 00:00:00.000;RIO GRANDE DO NORTE;DIRETO;PEQUENO;OUTROS;170,37;14;3;3;4,67;1;17,22
2033-04-01 00:00:00.000;RIO GRANDE DO NORTE;MIDIA PAGA;GRANDE;CORPORATIVO;71,38;2;1;1;2;1;14,58
2033-04-01 00:00:00.000;RIO GRANDE DO NORTE;MIDIA PAGA;GRANDE;ENTRETENIMENTO;10.934,97;428;7;5;61,14;1,4;24,33
2033-04-01 00:00:00.000;RIO GRANDE DO NORTE;MIDIA PAGA;GRANDE;OUTROS;9.640,44;213;1;1;213;1;43,55
2033-04-01 00:00:00.000;RIO GRANDE DO NORTE;MIDIA PAGA;PEQUENO;CORPORATIVO;6.417,42;140;35;23;4;1,52;48,44
2033-04-01 00:00:00.000;RIO GRANDE DO NORTE;MIDIA PAGA;PEQUENO;ENTRETENIMENTO;15.901,66;701;47;23;14,91;2,04;22,92
2033-04-01 00:00:00.000;RIO GRANDE DO NORTE;MIDIA PAGA;PEQUENO;NÃO CLASSIFICADO;72,46;7;1;1;7;1;5,7
2033-04-01 00:00:00.000;RIO GRANDE DO NORTE;MIDIA PAGA;PEQUENO;OUTROS;2.331,59;48;5;5;9,6;1;38,5
2033-04-01 00:00:00.000;RIO GRANDE DO NORTE;MIDIA SOCIAL;GRANDE;CORPORATIVO;33,91;3;1;1;3;1;10,03
2033-04-01 00:00:00.000;RIO GRANDE DO NORTE;MIDIA SOCIAL;GRANDE;ENTRETENIMENTO;4.742,85;198;7;5;28,29;1,4;25,65
2033-04-01 00:00:00.000;RIO GRANDE DO NORTE;MIDIA SOCIAL;GRANDE;OUTROS;4.487,99;95;1;1;95;1;43,57
2033-04-01 00:00:00.000;RIO GRANDE DO NORTE;MIDIA SOCIAL;PEQUENO;CORPORATIVO;1.973,88;59;25;19;2,36;1,32;31,93
